FID;C_Nus;Coord_X;Coord_Y
2532;N02897H;430834.71;4585685.285
2533;N02898I;430935.337;4586145.466
2534;N02899J;430957.82;4586185.38
2535;N02900L;430796.551;4586159.173
2536;N02901M;430801.721;4586065.225
2537;N02902N;430677.32;4585745.09
2538;N02903O;430689.006;4585798.106
2539;N02904P;430599.557;4585846.914
2540;N02905Q;429963.316;4585384.171
2541;N02906R;430005.044;4585403.258
2542;N02907S;430077.354;4585440.451
2543;N02908T;430111.06;4585629.902
2544;N02909U;430113.952;4585662.19
2545;N02910N;430219.46;4585656.253
2546;N02911O;430008.41;4585669.761
2547;N02912P;430186.697;4585625.861
2548;N02913Q;429982.207;4585618.809
2549;N02914R;430197.988;4585728.952
2550;N02915S;430248.849;4585732.162
2551;N02916T;430123.547;4585585.774
2552;N02917U;430343.286;4585939.67
2553;N02918V;430225.869;4585952.763
2554;N02919W;430338.658;4586077.249
2555;N02920P;430581.982;4586096.438
2556;N02921Q;430456.462;4586169.269
2557;N02922R;430334.502;4586147.394
2558;N02923S;430855.818;4586270.069
2559;N02924T;430786.339;4586234.11
2560;N02925U;430696.205;4586211.32
2561;N02926V;430764.799;4586323.366
2562;N02927W;430638.146;4586364.891
2563;N02928X;430696.253;4586181.868
2564;N02930R;430603.281;4586330.588
2565;N02931S;430263.783;4586207.596
2566;N02932T;430254.878;4586132.949
2567;N02933U;430243.413;4586059.513
2568;N02934V;430479.752;4586208.776
2569;N02935W;430349.676;4586222.179
2570;N02936X;430560.895;4586168.989
2571;N02937Y;430529.127;4586354.277
2572;N02938Z;430407.376;4586300.707
2573;N02939A;430127.539;4586039.391
2574;N02940T;430107.049;4586107.847
2575;N02941U;430094.89;4586175.589
2576;N02942V;430177.932;4586190.667
2577;N02943W;430112.696;4586178.968
2578;N02944X;430016.466;4586161.994
2579;N02945Y;430012.644;4586089.594
2580;N02947A;430262.716;4585889.531
2581;N02948B;430114.734;4585847.66
2582;N02949C;430411.17;4585955.441
2583;N02950V;430080.521;4585833.266
2584;N02951W;430062.313;4585896.995
2585;N02952X;429999.494;4585991.207
2586;N02953Y;430026.274;4585904.475
2587;N02954Z;430206.584;4585790.455
2588;N02955A;429756.509;4585688.619
2589;N02956B;430314.285;4586572.779
2590;N02957C;430298.801;4586461.289
2591;N02958D;430282.704;4586343.276
2592;N02959E;430229.789;4586585.199
2593;N02960X;430217.74;4586454.42
2594;N02961Y;430231.491;4586348.968
2595;N02962Z;430450.832;4586450.98
2596;N02963A;430516.894;4586403.704
2597;N02964B;430414.275;4586558.626
2598;N02965C;430425.565;4586505.643
2599;N02966D;430344.819;4586442.398
2600;N02967E;430118.395;4586451.08
2601;N02969G;430114.436;4586276.553
2602;N02970Z;430504.05;4586481.556
2603;N02971A;430189.518;4586281.17
2604;N02972B;430012.941;4586272.497
2605;N02973C;430015.205;4586418.618
2606;N02974D;430655.66;4586508.27
2607;N02975E;430698.992;4586404.305
2608;N02976F;430851.022;4586351.602
2609;N02977G;430843.543;4586435.817
2610;N02978H;431118.381;4586329.959
2611;N02979I;431100.88;4586337.598
2612;N02980B;430957.597;4586293.202
2613;N02981C;430926.045;4586278.194
2614;N02982D;431161.859;4586313.892
2615;N02983E;431061.635;4586352.372
2616;N02984F;430994.302;4586378.591
2617;N02985G;430940.379;4586399.029
2618;N02986H;430872.481;4586424.682
2619;N02987I;430730.898;4586478.809
2620;N02988J;430549.68;4586531.984
2621;N02990D;430117.562;4586829.659
2622;N02992F;430015.302;4586748.068
2623;N02993G;430216.088;4586702.572
2624;N02995I;430166.685;4586766.823
2625;N02996J;430141.7;4586799.018
2626;N02997K;430258.908;4586842.018
2627;N02998L;430102.877;4586713.626
2628;N02999M;430064.762;4586682.641
2629;N03000O;430075.438;4586881.585
2630;N03001P;430048.247;4586703.257
2631;N03002Q;430122.496;4586614.584
2632;N03003R;430080.29;4586661.6
2633;N03004S;430331.421;4586784.647
2634;N03005T;430181.877;4586593.704
2635;N03006U;430056.068;4586560.733
2636;N03007V;429999.246;4586614.777
2637;N03010Q;430025.239;4586733.759
2638;N03011R;429980.687;4586792.716
2639;N03012S;430158.321;4586960.009
2640;N03013T;430091.42;4586895.909
2641;N03014U;430016.49;4586823.908
2642;N03015V;430056.306;4587030.972
2643;N03016W;429995.601;4587024.62
2644;N03017X;430080.446;4587075.368
2645;N03018Y;430015.574;4586903.343
2646;N03019Z;429995.113;4586940.396
2647;N03020S;430067.21;4586967.12
2648;N03021T;430064.01;4586988.686
2649;N03022U;430079.744;4587163.971
2650;N03023V;430099.368;4587252.311
2651;N03025X;431451.944;4585404.512
2652;N03026Y;431432.924;4585532.873
2653;N03027Z;431505.801;4585390.962
2654;N03028A;431519.666;4585556.116
2655;N03029B;431531.91;4585624.942
2656;N03030U;431470.739;4585608.46
2657;N03031V;431441.728;4585760.577
2658;N03032W;431461.42;4585705.998
2659;N03033X;431431.017;4585775.428
2660;N03034Y;431498.183;4585711.203
2661;N03035Z;431504.947;4585365.807
2662;N03036A;431507.625;4585433.437
2663;N03037B;431514.943;4585513.292
2664;N03038C;431552.036;4585657.809
2665;N03039D;431504.816;4585296.474
2666;N03040W;431444.757;4585238.146
2667;N03041X;431416.986;4585250.077
2668;N03042Y;431509.461;4585239.081
2669;N03043Z;431540.383;4585754.692
2670;N03044A;431498.65;4585811.287
2671;N03045B;431456.833;4585870.798
2672;N03046C;431427.601;4585912.668
2673;N03047D;431512.941;4585725.908
2674;N03048E;431470.733;4585786.513
2675;N03049F;431444.516;4585855.842
2676;N03050Y;431416.362;4585795.664
2677;N03051Z;429950.296;4586150.138
2678;N03052A;429873.979;4586126.483
2679;N03053B;429726.348;4586081.589
2680;N03054C;429655.739;4586060.192
2681;N03055D;429895.536;4586053.456
2682;N03056E;429666.099;4585991.12
2683;N03057F;429517.765;4586227.614
2684;N03058G;429481.094;4586201.777
2685;N03059H;429406.777;4586149.41
2686;N03060A;429373.022;4586126.073
2687;N03061B;429353.714;4586111.765
2688;N03062C;429288.286;4586064.12
2689;N03063D;429229.716;4586020.711
2690;N03064E;429480.112;4586282.423
2691;N03065F;429428.09;4586247.198
2692;N03066G;429364.132;4586214.975
2693;N03067H;429335.628;4586200.069
2694;N03068I;429232.941;4586128.895
2695;N03069J;429175.115;4586083.015
2696;N03070C;429109.212;4586019.677
2697;N03071D;429317.14;4586238.825
2698;N03072E;429390.616;4586278.236
2699;N03073F;429195.245;4586173.221
2700;N03074G;429322.249;4586025.396
2701;N03075H;429808.685;4585780.961
2702;N03076I;429754.808;4585734.84
2703;N03077J;429612.848;4585603.332
2704;N03078K;429904.607;4586305.847
2705;N03079L;429826.765;4586282.445
2706;N03080E;429921.307;4585974.106
2707;N03081F;429794.44;4586273.169
2708;N03082G;429707.018;4586142.152
2709;N03083H;429648.45;4586103.883
2710;N03084I;429596.565;4586071.432
2711;N03085J;429500.601;4586008.988
2712;N03086K;429423.388;4585961.617
2713;N03087L;429692.283;4586227.324
2714;N03088M;429637.172;4586177.223
2715;N03089N;429590.505;4586147.504
2716;N03090G;429541.621;4586115.059
2717;N03091H;429463.289;4586065.235
2718;N03092I;429397.863;4586024.27
2719;N03093J;429625.475;4586249.865
2720;N03094K;429562.009;4586209.779
2721;N03095L;429502.047;4586174.126
2722;N03096M;429478.223;4586161.505
2723;N03097N;429679.991;4585900.201
2724;N03098O;429602.654;4585979.152
2725;N03099P;429587.637;4586278.593
2726;N03100R;429545.408;4586246.089
2727;N03101S;429732.611;4585870.478
2728;N03102T;429521.071;4585978.205
2729;N03103U;429583.985;4585885.377
2730;N03104V;429602.701;4585702.493
2731;N03105W;429418.748;4585911.947
2732;N03106X;429359.068;4585868.33
2733;N03107Y;428848.846;4585949.666
2734;N03108Z;428972.717;4586026.551
2735;N03109A;429030.88;4586103.515
2736;N03111U;429116.366;4586069.787
2737;N03112V;428971.365;4586126.244
2738;N03113W;428920.345;4586145.613
2739;N03114X;428878.371;4586162.375
2740;N03115Y;428765.521;4586041.352
2741;N03116Z;428861.06;4586068.928
2742;N03117A;428925.155;4586061.244
2743;N03118B;428983.267;4586008.475
2744;N03119C;429025.575;4585940.268
2745;N03120V;429058.739;4585916.962
2746;N03121W;429067.115;4585912.296
2747;N03122X;429022.517;4586196.492
2748;N03123Y;429056.066;4586258.274
2749;N03124Z;429075.64;4586176.751
2750;N03125A;429126.553;4586251.845
2751;N03126B;429179.943;4586296.371
2752;N03127C;428724.227;4585937.354
2753;N03128D;428926.497;4585912.499
2754;N03129E;429100.608;4586167.395
2755;N03130X;429190.056;4586066.421
2756;N03131Y;429242.392;4586007.075
2757;N03132Z;429285.167;4585956.809
2758;N03133A;429159.96;4585919.573
2759;N03134B;429151.601;4586224.978
2760;N03135C;429118.249;4586006.032
2761;N03136D;429081.421;4586027.928
2762;N03137E;429055.823;4586032.527
2763;N03139G;428985.722;4585858.994
2764;N03140Z;429608.966;4585888.764
2765;N03141A;429300.866;4585827.495
2766;N03142B;429204.789;4585941.577
2767;N03143C;429416.347;4585807.074
2768;N03144D;429530.114;4585802.104
2769;N03145E;429381.783;4585728.07
2770;N03146F;429498.028;4585699.007
2771;N03147G;429396.24;4585659.431
2772;N03148H;429329.406;4585632.549
2773;N03149I;429458.491;4585700.139
2774;N03150B;429555.471;4585761.735
2775;N03151C;429577.593;4585564.919
2776;N03152D;429283.702;4585846.584
2777;N03153E;429682.326;4585765.073
2778;N03154F;429703.403;4585809.215
2779;N03155G;429778.908;4585832.628
2780;N03156H;429814.944;4585854.343
2781;N03157I;429799.228;4585880.182
2782;N03158J;429586.063;4585531.268
2783;N03159K;429881.578;4585521.889
2784;N03160D;429919.69;4585449.971
2785;N03161E;429697.451;4585383.207
2786;N03163G;429661.361;4585308.717
2787;N03164H;429520.492;4585358.046
2788;N03165I;429897.593;4585350.582
2789;N03166J;429159.716;4585541.888
2790;N03167K;429171.381;4585614.738
2791;N03168L;429198.206;4585846.464
2792;N03169M;429109.876;4585547.199
2793;N03170F;429116.857;4585623.657
2794;N03171G;429191.466;4585375.963
2795;N03172H;429062.906;4585465.207
2796;N03173I;429050.714;4585470.922
2797;N03174J;429049.175;4585523.792
2798;N03175K;429110.09;4585708.157
2799;N03176L;429117.661;4585749.103
2800;N03177M;428947.324;4585768.496
2801;N03178N;428971.695;4585765.623
2802;N03179O;428986.189;4585763.281
2803;N03180H;429050.206;4585752.631
2804;N03182J;429004.469;4585846.368
2805;N03183K;429071.082;4585805.26
2806;N03184L;428988.693;4585810.433
2807;N03185M;428939.043;4585819.31
2808;N03186N;428910.217;4585770.697
2809;N03188P;428699.676;4585868.42
2810;N03189Q;428788.97;4585911.571
2811;N03190J;428587.89;4585881.67
2812;N03191K;428929.243;4585801.179
2813;N03192L;428621.308;4586130.346
2814;N03194N;428754.94;4586204.324
2815;N03195O;428741.828;4586097.218
2816;N03196P;428669.64;4585940.4
2817;N03197Q;428742.12;4586021.864
2818;N03198R;428616.11;4586044.952
2819;N03199S;428778.816;4586112.123
2820;N03200U;428625.488;4586120.17
2821;N03201V;428562.479;4585949.962
2822;N03202W;428903.196;4586280.905
2823;N03203X;428807.829;4586117.167
2824;N03204Y;428954.26;4586244.992
2825;N03205Z;428829.744;4586111.818
2826;N03206A;429888.028;4585067.814
2827;N03207B;429876.539;4585158.746
2828;N03208C;429774.077;4585173.617
2829;N03209D;429834.898;4585222.355
2830;N03210W;429970.508;4585306.179
2831;N03211X;429989.1;4585301.48
2832;N03212Y;429806.254;4585254.554
2833;N03213Z;429792.285;4585273.338
2834;N03214A;429986.769;4585329.472
2835;N03216C;429806.625;4585145.603
2836;N03217D;429757.276;4585191.492
2837;N03218E;429697.524;4585206.088
2838;N03219F;429822.138;4585105.682
2839;N03220Y;430035.812;4584955.995
2840;N03221Z;429974.164;4585056.695
2841;N03222A;429965.341;4584905.557
2842;N03223B;429901.717;4585007.101
2843;N03224C;429918.208;4585020.969
2844;N03225D;430007.003;4584935.368
2845;N03226E;429971.029;4584993.838
2846;N03227F;429835.268;4585034.132
2847;N03228G;429747.86;4585137.573
2848;N03229H;429684.092;4585161.028
2849;N03231B;430123.689;4584663.686
2850;N03232C;429367.648;4585192.702
2851;N03233D;429418.038;4585174.165
2852;N03234E;429744.864;4585350.008
2853;N03235F;429929.559;4586713.08
2854;N03236G;429849.609;4586685.462
2855;N03237H;429795.207;4586645.336
2856;N03238I;429773.204;4586631.558
2857;N03239J;429703.515;4586597.936
2858;N03240C;429642.336;4586574.224
2859;N03241D;429578.817;4586563.802
2860;N03242E;429526.087;4586553.119
2861;N03243F;429464.32;4586519.705
2862;N03244G;429404.806;4586478.111
2863;N03245H;429362.95;4586423.739
2864;N03246I;429315.089;4586366.214
2865;N03247J;429345.426;4586331.534
2866;N03248K;429410.891;4586357.864
2867;N03249L;429441.091;4586323.471
2868;N03250E;429510.763;4586428.496
2869;N03251F;429497.675;4586326.863
2870;N03252G;429549.877;4586352.569
2871;N03253H;429510.641;4586302.048
2872;N03254I;429524.122;4586404.393
2873;N03257L;429601.66;4586425.151
2874;N03258M;429622.585;4586303.729
2875;N03259N;429983.341;4586521.691
2876;N03260G;429817.039;4586432.015
2877;N03261H;429744.798;4586398.013
2878;N03262I;429674.454;4586341.746
2879;N03263J;429892.086;4586617.842
2880;N03264K;429825.749;4586582.036
2881;N03265L;429777.667;4586555.585
2882;N03266M;429926.775;4586573.452
2883;N03267N;429809.01;4586507.055
2884;N03268O;429729.366;4586476.774
2885;N03269P;429702.583;4586464.542
2886;N03270I;429660.337;4586447.752
2887;N03271J;429968.732;4586374.64
2888;N03272K;429819.595;4586360.283
2889;N03273L;429687.947;4586677.123
2890;N03274M;429667.497;4586771.519
2891;N03275N;429759.29;4586692.157
2892;N03276O;429625.555;4586664.766
2893;N03277P;429625.311;4586753.991
2894;N03278Q;429749.864;4586742.075
2895;N03281L;429864.798;4586294.202
2896;N03282M;429498.574;4586587.387
2897;N03283N;429361.992;4586534.114
2898;N03284O;429299.935;4586476.987
2899;N03285P;429218.816;4586395.965
2900;N03286Q;429369.946;4586623.699
2901;N03287R;429803.782;4586744.374
2902;N03288S;429808.168;4586799.463
2903;N03289T;429853.701;4586741.492
2904;N03290M;429737.441;4586796.942
2905;N03291N;429870.078;4586790.535
2906;N03292O;429655.599;4586818.642
2907;N03293P;429860.865;4587006.938
2908;N03294Q;429922.083;4587159.313
2909;N03295R;429848.814;4586957.797
2910;N03296S;429899.993;4586977.671
2911;N03297T;429967.696;4587149.098
2912;N03298U;429841.764;4587019.785
2913;N03299V;429818.08;4587037.246
2914;N03300X;429751.952;4587084.574
2915;N03301Y;429683.575;4587132.783
2916;N03302Z;429667.991;4587085.222
2917;N03303A;429653.48;4587039.394
2918;N03304B;429642.776;4587003.893
2919;N03305C;429622.409;4586946.146
2920;N03306D;429565.562;4586924.889
2921;N03307E;429573.33;4586950.91
2922;N03308F;429649.265;4586946.784
2923;N03309G;429658.694;4586887.795
2924;N03310Z;429783.534;4586957.647
2925;N03311A;429756.717;4586988.015
2926;N03312B;429602.25;4586864.953
2927;N03313C;429522.568;4586919.962
2928;N03314D;429741.221;4586972.385
2929;N03315E;429499.042;4587050.744
2930;N03316F;429769.93;4587002.121
2931;N03317G;429504.071;4587086.229
2932;N03319I;429819.172;4586987.711
2933;N03320B;429785.572;4587018.033
2934;N03321C;429510.554;4587176.083
2935;N03322D;429476.889;4587004.629
2936;N03323E;429716.422;4586911.467
2937;N03324F;429538.235;4586839.931
2938;N03326H;429747.751;4586889.808
2939;N03327I;429753.77;4586853.265
2940;N03328J;429857.961;4586851.345
2941;N03329K;429843.991;4586890.306
2942;N03330D;429521.517;4586731.561
2943;N03331E;429726.798;4586847.767
2944;N03332F;429590.502;4586788.145
2945;N03333G;429529.902;4586865.344
2946;N03334H;429720.346;4586890.473
2947;N03335I;429873.839;4586838.014
2948;N03336J;429928.945;4586855.998
2949;N03337K;429906.236;4586882.027
2950;N03338L;429888.188;4586909.877
2951;N03339M;429870.177;4586855.561
2952;N03340F;429926.692;4586920.705
2953;N03341G;429872.295;4586932.411
2954;N03342H;429799.3;4587153.03
2955;N03343I;429852.023;4587227.071
2956;N03344J;429738.185;4587202.765
2957;N03345K;429796.195;4587273.406
2958;N03346L;429860.222;4587114.986
2959;N03347M;429889.804;4587174.053
2960;N03348N;429898.832;4587191.755
2961;N03349O;429580.326;4587333.433
2962;N03350H;429522.223;4587262.103
2963;N03351I;429504.641;4587111.79
2964;N03352J;429432.015;4587112.644
2965;N03357O;429372.815;4587199.134
2966;N03358P;429398.661;4587234.193
2967;N03362L;429448.516;4586853.704
2968;N03363M;429191.81;4586865.343
2969;N03368R;429089.246;4586551.922
2970;N03369S;429057.04;4586552.795
2971;N03370L;429014.234;4586556.075
2972;N03372N;429084.849;4586426.726
2973;N03373O;429087.812;4586503.554
2974;N03374P;429120.056;4586617.991
2975;N03375Q;429048.361;4586417.733
2976;N03376R;429156.419;4586574.048
2977;N03377S;429088.13;4586620.831
2978;N03378T;429210.854;4586660.586
2979;N03379U;429234.994;4586677.794
2980;N03380N;429305.228;4586677.946
2981;N03381O;429223.221;4586580.899
2982;N03383Q;429339.957;4586727.096
2983;N03385S;429029.605;4586409.511
2984;N03388V;429336.258;4586590.632
2985;N03390P;429523.458;4586707.288
2986;N03392R;429402.484;4586736.805
2987;N03396V;429371.78;4586733.656
2988;N03397W;428494.669;4586710.916
2989;N03400A;428722.11;4587017.254
2990;N03401B;428569.855;4586923.825
2991;N03402C;428609.102;4587038.13
2992;N03404E;429045.194;4587145.169
2993;N03405F;428698.345;4587273.369
2994;N03406G;429636.221;4587402.674
2995;N03407H;429819.907;4587316.866
2996;N03408I;429778.203;4587385.981
2997;N03409J;429628.728;4587507.615
2998;N03410C;429833.334;4587456.721
2999;N03411D;429683.046;4587574.393
3000;N03412E;429730.742;4587325.767
3001;N03413F;429882.625;4587520.084
3002;N03414G;429931.875;4587582.692
3003;N03415H;429982.13;4587646.041
3004;N03416I;429579.702;4587448.8
3005;N03417J;429482.141;4587527.838
3006;N03418K;429411.986;4587626.231
3007;N03419L;429367.203;4587388.29
3008;N03420E;429425.578;4587459.344
3009;N03421F;429522.575;4587380.301
3010;N03422G;429464.339;4587309.389
3011;N03423H;430018.243;4587413.835
3012;N03424I;429732.894;4587636.042
3013;N03425J;429943.984;4587272.129
3014;N03426K;429980.373;4587343.043
3015;N03427L;430056.274;4587486.391
3016;N03428M;429784.856;4587697.993
3017;N03430G;429835.115;4587761.059
3018;N03431H;429615.973;4587730.256
3019;N03432I;429529.386;4587695.896
3020;N03433J;429891.52;4587717.879
3021;N03434K;429945.866;4587788.89
3022;N03435L;429932.641;4587685.835
3023;N03436M;429960.261;4587770.16
3024;N03437N;430093.313;4587557.713
3025;N03438O;429787.616;4587799.318
3026;N03439P;429278.948;4587286.512
3027;N03440I;429316.518;4587325.644
3028;N03441J;429296.307;4587451.47
3029;N03442K;429353.755;4587517.858
3030;N03443L;429249.298;4587376.31
3031;N03446O;429265.012;4587560.237
3032;N03447P;429442.774;4587820.82
3033;N03448Q;429319.796;4587777.493
3034;N03452M;429713.822;4587770.245
3035;N03453N;429604.193;4587866.715
3036;N03454O;430060.816;4587757.537
3037;N03456Q;429180.994;4587718.57
3038;N03457R;429138.808;4587949.549
3039;N03458S;429388.104;4587998.603
3040;N03459T;428870.121;4587825.044
3041;N03461N;428786.227;4587923.874
3042;N03462O;428833.132;4587956.565
3043;N03463P;428774.442;4588009.802
3044;N03464Q;428883.551;4587985.172
3045;N03465R;428820.239;4588034.548
3046;N03466S;428895.136;4588013.132
3047;N03467T;428856.383;4588048.286
3048;N03468U;428826.197;4588075.438
3049;N03469V;428811.429;4588088.692
3050;N03470O;428880.001;4588075.519
3051;N03471P;428848.877;4588100.506
3052;N03472Q;428961.601;4588018.125
3053;N03473R;429410.992;4588024.577
3054;N03474S;429503.105;4588163.945
3055;N03475T;429673.968;4587877.637
3056;N03476U;429639.053;4587925.912
3057;N03477V;429571.182;4588098.048
3058;N03478W;429774.887;4588068.762
3059;N03479X;429803.279;4588181.812
3060;N03480Q;429512.644;4587941.088
3061;N03481R;429483.05;4587967.244
3062;N03482S;429816.288;4587909.038
3063;N03483T;429955.151;4587933.681
3064;N03484U;430099.338;4587980.672
3065;N03485V;428466.252;4585752.501
3066;N03486W;428406.906;4585807.91
3067;N03487X;428402.145;4585910.847
3068;N03488Y;428490.061;4585884.13
3069;N03489Z;428363.845;4585957.59
3070;N03490S;428478.107;4585915.25
3071;N03491T;428203.581;4585945.232
3072;N03492U;428290.703;4585951.614
3073;N03493V;428296.364;4586006.78
3074;N03494W;428614.864;4586117.044
3075;N03497Z;428529.539;4586121.896
3076;N03498A;428555.641;4586130.03
3077;N03499B;428603.888;4586143.4
3078;N03500D;428286.115;4586164.294
3079;N03501E;428420.117;4586139.919
3080;N03502F;428589.599;4586196.733
3081;N03503G;428538.594;4586188.71
3082;N03504H;428148.494;4585795.535
3083;N03505I;428068.203;4585975.913
3084;N03506J;428089.37;4585985.867
3085;N03507K;428027.044;4586010.285
3086;N03508L;428000.989;4585970.676
3087;N03509M;428042.375;4586069.267
3088;N03510F;428137.461;4585765.611
3089;N03512H;428037.874;4585803.698
3090;N03513I;428173.736;4585865.859
3091;N03514J;428187.388;4585900.784
3092;N03515K;428243.752;4586051.602
3093;N03516L;428333.365;4586268.839
3094;N03517M;427730.393;4586285.545
3095;N03518N;428018.144;4586110.598
3096;N03519O;427953.645;4586180.071
3097;N03521I;428041.196;4586194.887
3098;N03522J;427918.409;4586304.746
3099;N03523K;428252.63;4586299.161
3100;N03524L;428133.61;4586247.107
3101;N03525M;428100.002;4586239.827
3102;N03526N;428037.286;4586260.241
3103;N03527O;428233.157;4586241.276
3104;N03529Q;428410.767;4587098.838
3105;N03530J;428355.37;4587118.079
3106;N03531K;428320.535;4587129.99
3107;N03532L;428254.691;4587154.322
3108;N03533M;428287.357;4586752.697
3109;N03534N;428315.063;4586828.837
3110;N03535O;428344.259;4586909.453
3111;N03536P;428378.777;4587007.113
3112;N03537Q;428184.698;4586789.145
3113;N03538R;428278.514;4586931.937
3114;N03539S;428322.564;4587026.97
3115;N03540L;428252.433;4586940.928
3116;N03541M;428224.367;4586943.224
3117;N03542N;428288.876;4587039.617
3118;N03543O;428171.672;4586793.966
3119;N03544P;428261.51;4587049.496
3120;N03545Q;428284.031;4587112.306
3121;N03546R;428430.874;4586799.275
3122;N03547S;428149.62;4586801.761
3123;N03548T;428087.258;4586825.148
3124;N03549U;428355.988;4586813.452
3125;N03551O;427854.893;4586654.122
3126;N03552P;427662.314;4586638.382
3127;N03553Q;427648.115;4586607.844
3128;N03554R;427626.433;4586738.254
3129;N03555S;427621.344;4586813.654
3130;N03556T;427778.563;4586558.308
3131;N03557U;427715.116;4586572.624
3132;N03558V;427551.268;4586666.585
3133;N03559W;427604.563;4586731.375
3134;N03560P;427474.514;4586746.174
3135;N03561Q;427133.986;4586879.919
3136;N03562R;427675.214;4587109.67
3137;N03563S;427018.314;4587029.541
3138;N03564T;427470.314;4586311.27
3139;N03565U;427747.871;4586511.448
3140;N03566V;427186.382;4586772.679
3141;N03567W;427695.564;4586724.303
3142;N03568X;427538.865;4586794.169
3143;N03569Y;428528.614;4586808.13
3144;N03570R;428555.921;4587046.29
3145;N03571S;428129.702;4586342.378
3146;N03572T;428120.987;4586293.327
3147;N03573U;428074.509;4586461.978
3148;N03574V;428087.727;4586496.988
3149;N03575W;427994.62;4586491.553
3150;N03576X;427898.664;4586602.738
3151;N03577Y;427846.746;4586380.216
3152;N03578Z;427748.771;4586539.588
3153;N03579A;428119.161;4586346.878
3154;N03580T;428105.69;4586378.85
3155;N03581U;428096.506;4586401.292
3156;N03582V;428033.085;4586477.699
3157;N03583W;427838.849;4586563.513
3158;N03584X;428042.495;4586317.263
3159;N03585Y;427918.465;4586354.412
3160;N03587A;428003.602;4586401.134
3161;N03588B;427944.562;4586392.535
3162;N03589C;427280.401;4586757.727
3163;N03590V;427197.343;4586778.921
3164;N03591W;427716.405;4586705.364
3165;N03593Y;428172.28;4586925.196
3166;N03602I;428291.86;4587205.542
3167;N03603J;428244.456;4587127.625
3168;N03605L;428511.803;4587319.535
3169;N03607N;430127.755;4587704.655
3170;N03611J;430119.626;4587335.048
3171;N03613L;430145.734;4587429.237
3172;N03617P;430129.394;4587375.987
3173;N03618Q;430110.125;4587294.977
3174;N03621L;427330.542;4585744.481
3175;N03622M;427093.065;4585695.425
3176;N03623N;427205.184;4585454.157
3177;N03624O;427622.726;4585994.715
3178;N03625P;427563.946;4585980.853
3179;N03626Q;427312.706;4586019.077
3180;N03627R;426563.589;4585835.818
3181;N03628S;426518.192;4586075.572
3182;N03629T;426564.575;4586401.81
3183;N03630M;426810.987;4586807.966
3184;N03631N;428321.3;4587278.191
3185;N03632O;428218.312;4587358.508
3186;N03633P;427973.137;4587545.401
3187;N03634Q;427368.626;4588379.449
3188;N03635R;428474.907;4587333.459
3189;N03636S;428442.81;4587343.985
3190;N03637T;428305.53;4587241.518
3191;N03638U;428622.702;4588137.279
3192;N03640O;428364.952;4587301.608
3193;N03651R;428529.558;4587275.243
3194;N03652S;429103.693;4588612.425
3195;N03653T;427796.664;4588791.946
3196;N03654U;429088.745;4588333.074
3197;N03655V;428993.251;4588292.306
3198;N03656W;429016.061;4588336.906
3199;N03657X;429764.326;4589100.434
3200;N03658Y;429825.397;4588208.638
3201;N03659Z;430030.891;4588093.147
3202;N03660S;429961.751;4588129.153
3203;N03662U;428209.161;4587034.92
3204;N03663V;431393.82;4585885.817
3205;N03664W;431384.16;4585878.767
3206;N03665X;431409.073;4585942.22
3207;N03666Y;431658.644;4585383.999
3208;N03667Z;431753.707;4585475.734
3209;N03668A;431785.211;4585507.302
3210;N03669B;431851.455;4585567.46
3211;N03670U;431949.635;4585661.165
3212;N03671V;432053.797;4585737.713
3213;N03672W;431564.953;4585478.414
3214;N03673X;431659.883;4585571.987
3215;N03674Y;431707.416;4585617.924
3216;N03675Z;431754.673;4585665.7
3217;N03676A;431803.961;4585710.688
3218;N03677B;431855.097;4585755.44
3219;N03678C;431952.281;4585847.31
3220;N03679D;431841.914;4585387.696
3221;N03681X;431564.887;4585668.672
3222;N03683Z;431986.782;4585430.236
3223;N03684A;431938.314;4585478.044
3224;N03685B;431800.105;4585618.356
3225;N03686C;431663.763;4585759.502
3226;N03687D;431610.683;4585710.074
3227;N03688E;432053.011;4585552.022
3228;N03689F;431804.844;4585801.437
3229;N03690Y;431804.844;4585844.164
3230;N03691Z;431774.556;4585848.322
3231;N03692A;431756.207;4585850.969
3232;N03693B;431708.881;4585857.926
3233;N03694C;431634.465;4585868.182
3234;N03695D;431559.062;4585878.865
3235;N03696E;431486.516;4585889.307
3236;N03697F;431808.18;4585948.941
3237;N03698G;431723.598;4585960.783
3238;N03699H;431649.607;4585971.32
3239;N03700J;431574.63;4585982.567
3240;N03701K;431501.346;4585993.102
3241;N03702L;431421.495;4586003.101
3242;N03703M;432057.936;4586019.348
3243;N03704N;431945.637;4586034.786
3244;N03705O;431811.321;4586053.811
3245;N03706P;431739.766;4586064.072
3246;N03707Q;431664.33;4586075.448
3247;N03708R;431590.222;4586085.452
3248;N03709S;431515.823;4586096.288
3249;N03710L;431437.555;4586107.358
3250;N03711M;431699.052;4585794.123
3251;N03712N;431624.176;4585799.05
3252;N03713O;431550.22;4585809.895
3253;N03714P;432279.688;4585432.336
3254;N03715Q;432319.422;4585472.219
3255;N03716R;432421.85;4585574.51
3256;N03717S;432414.691;4585373.552
3257;N03718T;432233.854;4585559.951
3258;N03719U;432419.697;4585690.16
3259;N03720N;432294.784;4585734.511
3260;N03721O;432426.738;4585466.009
3261;N03723Q;432418.386;4585745.996
3262;N03724R;432410.802;4585976.567
