FID;C_Nus;Coord_X;Coord_Y
5129;N06022G;432184.666;4583897.666
5130;N06023H;432760.207;4583498.446
5131;N06024I;432705.552;4583555.409
5132;N06025J;432613.414;4583650.377
5133;N06026K;432521.471;4583746.559
5134;N06027L;432138.563;4583560.483
5135;N06028M;432233.359;4583470.53
5136;N06029N;432280.197;4583512.922
5137;N06030G;432616.116;4583841.515
5138;N06031H;432709.481;4583930.783
5139;N06032I;432235.033;4583559.171
5140;N06034K;432415.849;4584233.655
5141;N06035L;432674.846;4584277.019
5142;N06037N;432928.898;4584019.988
5143;N06038O;432802.148;4583837.112
5144;N06039P;432612.582;4584032.916
5145;N06040I;432520.67;4584124.54
5146;N06042K;432615.155;4584216.707
5147;N06043L;432716.733;4584315.444
5148;N06044M;432807.341;4584406.896
5149;N06049R;432427.712;4583842.67
5150;N06050K;432325.966;4583942.535
5151;N06051L;432800.214;4583650.755
5152;N06052M;432833.78;4583615.818
5153;N06053N;432708.728;4583745.027
5154;N06054O;432100.441;4583603.254
5155;N06055P;432227.33;4584044.999
5156;N06056Q;432361.768;4584284.815
5157;N06057R;432908.136;4583734.953
5158;N06058S;432979.609;4583845.977
5159;N06059T;433019.074;4583909.806
5160;N06060M;433032.407;4583930.377
5161;N06061N;432799.947;4583459.888
5162;N06063P;432892.533;4583551.944
5163;N06064Q;433084.917;4583740.694
5164;N06065R;433160.506;4583813.178
5165;N06066S;433276.88;4583929.869
5166;N06067T;433368.196;4584021.363
5167;N06068U;432986.153;4583458.123
5168;N06069V;433080.285;4583548.2
5169;N06070O;433176;4583647.163
5170;N06071P;433222.145;4583691.215
5171;N06072Q;433258.668;4583726.967
5172;N06073R;433299.445;4583768.774
5173;N06074S;433369.801;4583837.462
5174;N06075T;433461.399;4583929.379
5175;N06076U;433507.972;4583974.7
5176;N06077V;433555.256;4584021.573
5177;N06078W;433175.729;4583451.693
5178;N06079X;433273.687;4583546.839
5179;N06080Q;433319.129;4583591.176
5180;N06081R;433363.859;4583633.962
5181;N06082S;433468.199;4583738.689
5182;N06083T;433559.506;4583827.926
5183;N06084U;433368.15;4583451.887
5184;N06085V;433454.427;4583554.546
5185;N06086W;433489.432;4583595.125
5186;N06087X;433607.523;4583723.641
5187;N06088Y;433633.863;4583751.939
5188;N06089Z;433130.751;4583497.822
5189;N06090S;433144.655;4583679.283
5190;N06091T;433053.011;4583773.239
5191;N06092U;433019.205;4583806.672
5192;N06096Y;433110.301;4583857.344
5193;N06097Z;433218.728;4583761.791
5194;N06098A;433303.952;4583687.469
5195;N06099B;433258.662;4583804.873
5196;N06100D;433327.489;4583879.914
5197;N06101E;433405.788;4583801.942
5198;N06102F;433063.946;4583873.698
5199;N06103G;433099.808;4583842.271
5200;N06104H;433149.296;4583913.836
5201;N06105I;433211.525;4583998.068
5202;N06106J;433058.09;4583972.367
5203;N06107K;433125.374;4584082.68
5204;N06108L;433513.07;4583503.158
5205;N06109M;433555.961;4583464.797
5206;N06110F;433573.399;4583449.509
5207;N06111G;433607.823;4583490.064
5208;N06112H;433566.621;4583526.868
5209;N06113I;433546.93;4583543.715
5210;N06114J;433532.729;4583556.878
5211;N06115K;433632.759;4583520.201
5212;N06116L;433641.828;4583531.749
5213;N06117M;433660.31;4583552.642
5214;N06118N;433600.899;4583566.295
5215;N06119O;433676.358;4583482.966
5216;N06120H;433701.615;4583510.354
5217;N06122J;433786.206;4583599.725
5218;N06130J;433652.984;4583733.682
5219;N06132L;433697.862;4583778.302
5220;N06133M;433747.407;4583826.439
5221;N06134N;433842.811;4583917.218
5222;N06135O;433937.107;4584013.926
5223;N06136P;433991.758;4584069.811
5224;N06137Q;434031.115;4584109.083
5225;N06138R;433598.723;4583867.621
5226;N06139S;433655.482;4583920.819
5227;N06140L;433747.516;4584016.122
5228;N06141M;433843.074;4584110.994
5229;N06142N;433939.197;4584205.439
5230;N06143O;434033.065;4584300.738
5231;N06144P;433603.25;4584069.713
5232;N06145Q;433650.671;4584115.738
5233;N06146R;433749.192;4584210.319
5234;N06148T;433846.008;4584301.375
5235;N06150N;433944.668;4584395.533
5236;N06151O;433875.462;4583694.916
5237;N06152P;433966.13;4583791.626
5238;N06153Q;434125.955;4583961.403
5239;N06156T;433780.297;4583792.338
5240;N06157U;433597.849;4583978.838
5241;N06158V;433898.476;4583861.18
5242;N06159W;433692.7;4584073.004
5243;N06160P;433597.121;4584171.487
5244;N06161Q;433560.72;4584209.831
5245;N06163S;433418.868;4583790.758
5246;N06164T;433316.808;4583891.374
5247;N06165U;433507.918;4583880
5248;N06166V;433407.98;4583982.305
5249;N06167W;433293.285;4584100.456
5250;N06169Y;433189.848;4584203.378
5251;N06170R;433500.861;4584077.606
5252;N06171S;433548.425;4584124.054
5253;N06172T;433445.422;4584038.659
5254;N06173U;433465.015;4584113.408
5255;N06175W;433656.439;4584301.521
5256;N06177Y;433748.142;4584399.783
5257;N06179A;433225.163;4584247.698
5258;N06182V;433323.729;4584450.387
5259;N06183W;433513.207;4584257.237
5260;N06188B;433149.059;4584365.592
5261;N06190V;433185.074;4584400.587
5262;N06191W;433982.367;4583967.514
5263;N06192X;434031.989;4584037.384
5264;N06193Y;434065.699;4584075.683
5265;N06196B;433376.014;4584397.698
5266;N06198D;433618.488;4584341.04
5267;N06208O;432995.955;4584214.836
5268;N06209P;432903.05;4584307.398
5269;N06211J;433391.031;4584575.377
5270;N06212K;433458.145;4584697.737
5271;N06213L;433531.292;4584813.171
5272;N06214M;433604.56;4584927.174
5273;N06215N;433677.85;4585045.974
5274;N06216O;433749.577;4585162.382
5275;N06217P;433777.255;4585202.768
5276;N06218Q;433823.272;4585277.088
5277;N06219R;433895.872;4585399.701
5278;N06220K;432892.737;4584699.16
5279;N06221L;432987.777;4584792.324
5280;N06222M;433085.639;4584885.901
5281;N06223N;433278.263;4585073.49
5282;N06224O;433373.865;4585166.229
5283;N06225P;433471.16;4585258.96
5284;N06226Q;433568.171;4585351.552
5285;N06227R;433093.683;4584494.948
5286;N06228S;432998.619;4584592.162
5287;N06229T;432961.827;4584629.293
5288;N06230M;433281.054;4584495.207
5289;N06231N;433253.468;4584524.473
5290;N06232O;433188.027;4584590.233
5291;N06233P;433092.4;4584687.59
5292;N06234Q;433057.716;4584723.019
5293;N06236S;433066.496;4584469.942
5294;N06237T;433283.624;4584679.91
5295;N06239V;433309.318;4584654.92
5296;N06240O;433342.706;4584613.428
5297;N06241P;433188.29;4584781.881
5298;N06242Q;433382.606;4584969.462
5299;N06243R;433152.06;4584818.444
5300;N06244S;433482.705;4584862.348
5301;N06246U;432837.959;4584947.774
5302;N06247V;432885.56;4584898.884
5303;N06248W;432981.869;4584992.043
5304;N06250Q;433945.087;4584580.963
5305;N06251R;433909.414;4584615.971
5306;N06252S;433890.457;4584635.692
5307;N06253T;433845.735;4584679.992
5308;N06254U;433803.964;4584725.084
5309;N06255V;433756.925;4584773.549
5310;N06256W;433661.239;4584870.97
5311;N06257X;434136.065;4584581.027
5312;N06258Y;434039.3;4584678.647
5313;N06259Z;433946.337;4584772.465
5314;N06260S;433852.11;4584867.559
5315;N06261T;433805.35;4584915.457
5316;N06262U;433757.887;4584963.5
5317;N06263V;433686.865;4584897.199
5318;N06264W;433853.578;4585057.748
5319;N06265X;433728.702;4584933.423
5320;N06267Z;433663.42;4584676.426
5321;N06268A;433945.781;4584962.216
5322;N06269B;434042.473;4585054.17
5323;N06270U;433891.084;4584447.441
5324;N06271V;433849.375;4584491.724
5325;N06272W;433804.413;4584534.912
5326;N06273X;433795.565;4584543.491
5327;N06274Y;433752.375;4584588.468
5328;N06275Z;433707.94;4584632.489
5329;N06276A;433631.832;4584710.006
5330;N06277B;433565.667;4584777.209
5331;N06280W;433410.499;4584432.693
5332;N06281X;433471.825;4584490.959
5333;N06286C;433597.464;4584367.329
5334;N06287D;433562.847;4584400.254
5335;N06295D;433671.09;4584747.763
5336;N06296E;433376.185;4584588.978
5337;N06297F;433323.292;4584629.726
5338;N06298G;433899.225;4585007.444
5339;N06299H;433663.506;4585252.927
5340;N06300J;434039.173;4584868.334
5341;N06301K;434098.47;4584922.269
5342;N06303M;433945.527;4585152.901
5343;N06304N;433856.406;4585246.735
5344;N06305O;434138.145;4585147.132
5345;N06306P;434234.812;4585238.332
5346;N06307Q;434040.699;4585245.879
5347;N06308R;434138.683;4585335.623
5348;N06309S;433950.457;4585336.889
5349;N06311M;434012.597;4585274.011
5350;N06312N;433981.898;4585304.966
5351;N06313O;434325.008;4584580.333
5352;N06316R;434133.149;4584771.634
5353;N06318T;434228.641;4584674.426
5354;N06321O;433752.496;4585338.691
5355;N06322P;432918.766;4585054.858
5356;N06323Q;432868.492;4585104.792
5357;N06324R;433173.708;4585179.421
5358;N06325S;433146.252;4585242.006
5359;N06326T;433081.266;4585308.042
5360;N06327U;432808.207;4584978.175
5361;N06328V;432791.121;4584995.1
5362;N06329W;432804.325;4585043.567
5363;N06330P;432965.482;4585201.314
5364;N06331Q;433080.434;4585047.155
5365;N06332R;433115.703;4585080.874
5366;N06333S;433119.057;4585126.729
5367;N06334T;433055.997;4585155.664
5368;N06335U;432889.843;4585275.908
5369;N06336V;433269.144;4585274.855
5370;N06337W;433363.025;4585365.438
5371;N06338X;433316.325;4585225.05
5372;N06339Y;433177.316;4585368.905
5373;N06340R;432937.942;4585324.24
5374;N06341S;432989.361;4585376.609
5375;N06342T;433081.401;4585465.626
5376;N06343U;433176.478;4585558.932
5377;N06344V;433271.98;4585652.381
5378;N06345W;433367.484;4585747.24
5379;N06346X;433438.546;4585817.009
5380;N06347Y;433463.55;4585840.545
5381;N06348Z;433559.894;4585932.159
5382;N06349A;433606.093;4585978.814
5383;N06350T;433654.126;4586025.466
5384;N06351U;433271.357;4585463.151
5385;N06352V;433366.153;4585556.318
5386;N06353W;433461.794;4585649.201
5387;N06354X;433557.438;4585743.637
5388;N06355Y;433606.739;4585789.441
5389;N06356Z;433657.772;4585831.608
5390;N06357A;433459.903;4585460.396
5391;N06358B;433553.827;4585552.753
5392;N06359C;433600.102;4585598.059
5393;N06360V;433651.61;4585646.586
5394;N06361W;433699.221;4585694.227
5395;N06362X;433746.407;4585740.175
5396;N06363Y;433850.61;4585844.179
5397;N06364Z;432988.215;4585561.829
5398;N06365A;432894.606;4585657.185
5399;N06366B;432861.423;4585692.034
5400;N06367C;432893.562;4585469.508
5401;N06368D;432797.976;4585563.456
5402;N06369E;433083.428;4585651.325
5403;N06370X;432989.257;4585748.235
5404;N06371Y;433176.109;4585744.917
5405;N06372Z;433086.703;4585842.421
5406;N06373A;433657.521;4585444.453
5407;N06374B;433334.688;4585780.422
5408;N06375C;433278.552;4585845.654
5409;N06376D;433237.486;4585989.477
5410;N06377E;433755.92;4585541.621
5411;N06378F;433848.745;4585636.906
5412;N06379G;433950.189;4585741.214
5413;N06380Z;434052.468;4585838.887
5414;N06381A;434101.78;4585891.324
5415;N06382B;433602.872;4585694.061
5416;N06383C;433592.832;4585897.69
5417;N06384D;433855.578;4585437.65
5418;N06385E;433949.035;4585533.661
5419;N06386F;433920.896;4585372.099
5420;N06387G;434199.843;4585274.817
5421;N06388H;434107.465;4585368.359
5422;N06389I;434078.775;4585400.326
5423;N06390B;434051.558;4585430.931
5424;N06391C;434016.454;4585466.216
5425;N06392D;433969.721;4585513.832
5426;N06393E;434222.217;4585422.839
5427;N06394F;434200.538;4585444.312
5428;N06395G;434181.814;4585462.536
5429;N06396H;434148.115;4585495.531
5430;N06397I;434123.404;4585519.569
5431;N06398J;434067.084;4585575.356
5432;N06399K;434030.201;4585612.711
5433;N06400M;434066.297;4585650.002
5434;N06401N;434099.542;4585683.435
5435;N06402O;434142.236;4585724.767
5436;N06403P;434200.014;4585779.17
5437;N06404Q;434155.6;4585549.774
5438;N06405R;434176.332;4585569.836
5439;N06406S;434194.334;4585586.171
5440;N06407T;432795.095;4585373.947
5441;N06408U;432843.272;4585421.87
5442;N06409V;432750.083;4585516.662
5443;N06410O;432702.33;4585468.457
5444;N06411P;433217.505;4585787.204
5445;N06412Q;432936.001;4585698.766
5446;N06413R;433125.3;4585879.031
5447;N06414S;433169.802;4585923.29
5448;N06415T;432862.611;4585745.84
5449;N06420Q;433046.005;4585891.36
5450;N06421R;433018.79;4585976.502
5451;N06422S;433049.813;4586093.042
5452;N06423T;433131.025;4586220.208
5453;N06424U;433078.908;4585934.9
5454;N06425V;433182.502;4586033.647
5455;N06426W;433146.246;4585998.811
5456;N06427X;433324.598;4586012.587
5457;N06428Y;433366.553;4586023.964
5458;N06429Z;433402.286;4586033.92
5459;N06430S;433448.266;4586046.163
5460;N06431T;433528.2;4585964.412
5461;N06432U;433371.129;4586126.12
5462;N06433V;433411.621;4585846.179
5463;N06434W;433364.779;4585889.624
5464;N06435X;433556.686;4586030.093
5465;N06436Y;433513.187;4586073.464
5466;N06437Z;433465.228;4586122.247
5467;N06438A;433419.722;4586170.937
5468;N06439B;433276.842;4586315.74
5469;N06440U;433411.734;4585316.854
5470;N06441V;432456.323;4584443.132
5471;N06442W;432476.329;4584421.565
5472;N06444Y;432042.395;4584835.273
5473;N06446A;432040.9;4584643.101
5474;N06447B;433188.955;4586311.967
5475;N06448C;433176.007;4586057.624
5476;N06449D;432817.13;4585949.893
5477;N06450W;433464.007;4586216.427
5478;N06451X;433604.293;4586075.497
5479;N06452Y;433560.436;4586119.74
5480;N06453Z;433512.442;4586169.938
5481;N06454A;433752.527;4585923.422
5482;N06455B;433688.999;4585989.534
5483;N06456C;433753.312;4586119.337
5484;N06457D;433824.072;4586192.667
5485;N06458E;433912.678;4586278.435
5486;N06459F;433788.23;4585936.751
5487;N06460Y;433829.995;4585947.729
5488;N06461Z;433919.591;4585970.843
5489;N06462A;433955.58;4585962.942
5490;N06463B;433985.171;4585953.345
5491;N06464C;434035.355;4585937.949
5492;N06465D;433934.056;4585887.902
5493;N06466E;433832.602;4586030.723
5494;N06467F;433897.598;4586057.113
5495;N06468G;433925.201;4586084.315
5496;N06469H;433946.771;4586105.098
5497;N06470A;433978.572;4586137.968
5498;N06471B;434172.511;4585608.232
5499;N06472C;434155.946;4585625.734
5500;N06473D;434138.482;4585644.18
5501;N06474E;434099.318;4585605.786
5502;N06475F;434121.448;4585627.706
5503;N06476G;434181.062;4585686.312
5504;N06477H;434195.703;4585700.116
5505;N06478I;434215.554;4585720.863
5506;N06479J;434238.404;4585743.332
5507;N06480C;434198.324;4585668.238
5508;N06481D;434215.212;4585650.527
5509;N06482E;434210.347;4585556.143
5510;N06483F;434267.946;4585612.576
5511;N06484G;434317.524;4585661.463
5512;N06485H;434225.633;4585540.254
5513;N06488K;434282.953;4585596.999
5514;N06489L;434333.9;4585644.803
5515;N06490E;434165.017;4585478.592
5516;N06491F;434283.894;4585482.342
5517;N06492G;434260.869;4585504.073
5518;N06493H;434244.493;4585521.609
5519;N06494I;434236.412;4585628.343
5520;N06495J;434319.231;4585560.438
5521;N06496K;434368.6;4585609.33
5522;N06497L;434301.761;4585578.853
5523;N06498M;434350.877;4585627.186
5524;N06499N;434251.655;4585642.505
5525;N06500P;434273.619;4585663.443
5526;N06501Q;434296.171;4585684.858
5527;N06502R;434313.476;4585701.482
5528;N06503S;434340.609;4585538.332
5529;N06504T;434333.082;4585529.445
5530;N06505U;434295.683;4585493.881
5531;N06506V;434390.12;4585587.507
5532;N06507W;434530.844;4585328.505
5533;N06508X;434510.026;4585349.479
5534;N06509Y;434493.148;4585366.908
5535;N06510R;434474.867;4585386.32
5536;N06511S;434433.376;4585429.115
5537;N06512T;434405.386;4585457.458
5538;N06513U;434388.366;4585474.464
5539;N06514V;434370.501;4585492.179
5540;N06515W;434260.704;4585384.959
5541;N06516X;434289.645;4585413.702
5542;N06517Y;434311.771;4585435.083
5543;N06518Z;434328.793;4585451.178
5544;N06519A;434388.658;4585509.791
5545;N06520T;434405.538;4585526.134
5546;N06521U;434428.277;4585548.937
5547;N06522V;434453.79;4585447.721
5548;N06523W;434469.325;4585463.107
5549;N06524X;434432.784;4585343.859
5550;N06525Y;434390.113;4585387.413
5551;N06526Z;434363.388;4585414.48
5552;N06527A;434345.807;4585432.476
5553;N06528B;434373.373;4585370.786
5554;N06529C;434350.679;4585349.372
5555;N06530V;434324.012;4585322.653
5556;N06531W;434491.817;4585485.047
5557;N06532X;434510.973;4585505.058
5558;N06533Y;434589.463;4585384.614
5559;N06534Z;434532.038;4585442.68
5560;N06535A;434510.236;4585464.787
5561;N06536B;434406.621;4585570.973
5562;N06538D;434409.272;4585606.529
5563;N06539E;434423.268;4585221.03
5564;N06540X;434450.83;4585248.372
5565;N06541Y;434472.153;4585270.021
5566;N06542Z;434489.136;4585286.849
5567;N06543A;434549.633;4585346.746
5568;N06544B;434571.397;4585366.898
5569;N06545C;434468.232;4585307.757
5570;N06546D;434451.695;4585325.146
5571;N06547E;432886.467;4586021.747
5572;N06548F;433004.708;4586138.189
5573;N06549G;434184.555;4585382.781
5574;N06550Z;434100.426;4585467.114
5575;N06552B;431607.534;4585124.797
5576;N06554D;432127.163;4583957.496
5577;N06555E;432036.347;4583974.722
5578;N06556F;434518.509;4585123.52
5579;N06557G;434575.639;4585178.6
5580;N06558H;434598.704;4585201.854
5581;N06559I;434621.012;4585224.729
5582;N06560B;434633.679;4585237.207
5583;N06561C;434649.937;4585253.276
5584;N06562D;434682.493;4585284.021
5585;N06564F;434513.685;4584766.9
5586;N06565G;434606.946;4584861.312
5587;N06566H;434695.654;4584945.41
5588;N06567I;434722.629;4584972.195
5589;N06568J;434752.835;4585002.019
5590;N06569K;434771.642;4585020.826
5591;N06570D;434793.488;4585041.722
5592;N06571E;434810.965;4585059.769
5593;N06572F;434419.503;4584862.435
5594;N06573G;434230.856;4585052.659
5595;N06576J;434324.758;4584957.971
5596;N06577K;434421.11;4585050.635
5597;N06578L;434513.331;4584955.858
5598;N06579M;434568.386;4584900.339
5599;N06580F;434538.742;4584929.644
5600;N06581G;434472.634;4584997.081
5601;N06582H;434442.809;4585028.047
5602;N06583I;434331.212;4585139.142
5603;N06584J;434318.204;4585152.615
5604;N06585K;434258.827;4585214.935
5605;N06588N;433069.257;4582726.734
5606;N06589O;433102.535;4582764.134
5607;N06590H;433188.384;4582862.143
5608;N06591I;433217.89;4582895.711
5609;N06592J;432979.846;4582887.992
5610;N06593K;432886.444;4582983.877
5611;N06594L;432790.214;4583082.01
5612;N06595M;432891.556;4582802.816
5613;N06596N;432928.113;4582836.976
5614;N06597O;432945.683;4582854.668
5615;N06598P;433074.174;4582980.953
5616;N06599Q;433171.178;4583074.771
5617;N06600S;433031.15;4583025.946
5618;N06601T;432981.194;4583077.123
5619;N06602U;432888.216;4583172.729
5620;N06603V;432797.731;4582898.842
5621;N06604W;433078.903;4583171.368
5622;N06605X;433126.137;4583218.131
5623;N06606Y;433231.472;4583010.934
5624;N06607Z;433127.451;4583119.198
5625;N06608A;433326.766;4583110.391
5626;N06609B;433409.675;4583201.755
5627;N06616A;433596.167;4583112.16
5628;N06617B;433644.88;4583165.85
5629;N06618C;433747.814;4583294.382
5630;N06621X;433448.745;4583243.405
5631;N06622Y;433507.213;4583305.173
5632;N06623Z;433545.475;4583345.597
5633;N06624A;433572.284;4583374.026
5634;N06625B;433611.219;4583414.264
5635;N06626C;433491.185;4583204.76
5636;N06627D;433580.373;4583231.083
5637;N06628E;433546.698;4583263.977
5638;N06629F;433461.354;4583354.108
5639;N06630Y;433443.101;4583153.406
5640;N06631Z;433600.243;4583321.862
5641;N06632A;433657.485;4583382.139
5642;N06633B;433647.135;4583300.93
5643;N06634C;433667.755;4583292.403
5644;N06635D;433674.705;4583365.54
5645;N06636E;433692.672;4583348.816
5646;N06638G;433424.223;4583391.187
5647;N06639H;433363.925;4583260.569
5648;N06640A;433269.958;4583356.877
5649;N06641B;433174.785;4583263.489
5650;N06642C;433221.595;4583310.391
5651;N06643D;433315.703;4583214.225
5652;N06644E;433518.153;4583408.672
5653;N06645F;433477.85;4583441.115
5654;N06646G;433459.33;4583454.309
5655;N06647H;433527.939;4583434.821
5656;N06648I;433546.184;4583419.227
5657;N06650C;433668.563;4583474.051
5658;N06651D;433688.231;4583454.935
5659;N06652E;433708.602;4583436.385
5660;N06653F;433726.334;4583419.07
5661;N06655H;433724.88;4583381.749
5662;N06656I;433669.258;4583434.676
5663;N06657J;433649.448;4583454.357
5664;N06658K;433692.721;4583419.386
5665;N06660E;434658.748;4584984.196
5666;N06661F;434582.814;4584970.867
5667;N06662G;434628.782;4585013.233
5668;N06663H;434674.083;4585060.097
5669;N06664I;434686.127;4585072.027
5670;N06665J;434705.968;4585090.231
5671;N06666K;434725.917;4585110.497
5672;N06667L;434744.284;4585127.279
5673;N06668M;434784.653;4585164.688
5674;N06669N;434533.424;4585109.922
5675;N06670G;434508.185;4585135.579
5676;N06671H;434496.934;4585148.415
5677;N06672I;434552.588;4585202.336
5678;N06673J;434478.848;4585166.21
5679;N06674K;434535.046;4585219.378
5680;N06675L;434462.198;4585183.488
5681;N06676M;434518.494;4585236.107
5682;N06677N;434445.199;4585199.776
5683;N06678O;434501.843;4585253.386
5684;N06680I;434717.985;4585039.018
5685;N06681J;434646.436;4584996.508
5686;N06682K;434702.442;4585054.685
5687;N06683L;434365.642;4585280.314
5688;N06685N;434598.893;4585172.739
5689;N06686O;434683.881;4585219.052
5690;N06687P;434392.107;4585307.104
5691;N06688Q;434413.671;4585327.36
5692;N06689R;434491.824;4585403.825
5693;N06690K;434514.302;4585425.538
5694;N06691L;433224.972;4583211.946
5695;N06692M;433267.997;4583167.941
5696;N06693N;433083.164;4583359.209
5697;N06694O;433038.548;4583405.381
5698;N06695P;432985.548;4583265.56
5699;N06696Q;433035.893;4583312.635
5700;N06697R;432939.363;4583411.135
5701;N06698S;432890.706;4583364.247
5702;N06699T;432794.699;4583268.549
5703;N06701W;432799.694;4582709.353
5704;N06702X;432704.564;4582804.908
5705;N06703Y;432605.367;4582904.029
5706;N06704Z;432516.689;4582993.881
5707;N06706B;432576.498;4582679.801
5708;N06707C;432501.603;4582606.971
5709;N06708D;432598.109;4582700.271
5710;N06709E;432497.61;4582802.521
5711;N06710X;432410.325;4582889.962
5712;N06711Y;432390.16;4582911.454
5713;N06712Z;432310.02;4582991.633
5714;N06713A;432433.163;4582678.3
5715;N06714B;432399.795;4582712.105
5716;N06715C;432311.273;4582805.947
5717;N06716D;432216.647;4582904.534
5718;N06717E;432301.622;4582620.644
5719;N06718F;432364.908;4582679.803
5720;N06719G;432655.341;4582952.277
5721;N06720Z;432701.597;4582995.054
5722;N06721A;432245.173;4582678.876
5723;N06722B;432610.958;4583086.9
5724;N06723C;432544.699;4583154.674
5725;N06724D;432512.612;4583186.436
5726;N06725E;432419.157;4583279.436
5727;N06726F;432326.266;4583372.431
5728;N06727G;432471.02;4583040.302
5729;N06728H;432416.793;4583093.855
5730;N06729I;432322.928;4583188.552
5731;N06730B;432228.885;4583278.735
5732;N06731C;432134.171;4583374.355
5733;N06732D;432218.138;4583087.16
5734;N06733E;432128.429;4582998.899
5735;N06734F;432364.473;4582851.185
5736;N06735G;432113.179;4582809.34
5737;N06736H;432019.555;4582538.024
5738;N06737I;432022.092;4582718.249
5739;N06738J;432022.448;4582733.148
5740;N06739K;431828.012;4582535.105
5741;N06740D;431926.805;4582628.647
5742;N06741E;432207.024;4582529.392
5743;N06742F;432115.283;4582625.31
5744;N06743G;432207.783;4582716.698
5745;N06744H;432406.114;4582515.359
5746;N06745I;431923.191;4582438.809
5747;N06746J;432565.813;4583041.855
5748;N06747K;432698.698;4583176.165
5749;N06748L;432738.429;4583215.613
5750;N06753I;432510.708;4583368.386
5751;N06754J;432571.126;4583424.456
5752;N06756L;432690.814;4583374.725
5753;N06757M;432635.873;4583301.214
5754;N06758N;432681.305;4583358.526
5755;N06759O;432643.426;4583382.379
5756;N06760H;432627.924;4583358.297
5757;N06761I;432697.292;4583273.275
5758;N06762J;432112.335;4582438.531
5759;N06763K;432214.875;4582328.839
5760;N06764L;432311.355;4582423.277
5761;N06765M;432495.856;4582233.233
5762;N06766N;432403.956;4582327.759
5763;N06767O;432498.175;4582421.924
5764;N06768P;432400.225;4582139.216
5765;N06771K;431325.422;4584685.075
5766;N06772L;431326.862;4584779.833
5767;N06773M;431278.29;4584831.598
5768;N06774N;431306.139;4584861.54
5769;N06775O;431322.697;4584878.603
5770;N06776P;431337.846;4584893.673
5771;N06777Q;431233.588;4584875.697
5772;N06778R;431349.367;4584816.91
5773;N06779S;431367.619;4584833.35
5774;N06780L;431374.221;4584857.428
5775;N06781M;434540.818;4585259.892
5776;N06782N;434563.239;4585281.775
5777;N06783O;434577.33;4585294.835
5778;N06784P;434611.051;4585325.539
5779;N06785Q;434591.322;4585306.859
5780;N06786R;434629.185;4585342.849
5781;N06787S;433730.025;4586431.487
5782;N06788T;433687.69;4586456.22
5783;N06789U;433657.611;4586474.491
5784;N06791O;433407.171;4586640.711
5785;N06792P;433230.201;4586363.345
5786;N06793Q;433261.312;4586427.168
5787;N06794R;433323.872;4586362.692
5788;N06796T;432658.718;4585425.705
5789;N06797U;432842.066;4585233.657
5790;N06798V;432609.987;4583265.245
5791;N06799W;432623.447;4583281.077
5792;N06801Z;433783.241;4586242.116
5793;N06802A;434093.137;4585989.133
5794;N06804C;429262.121;4583064.917
5795;N06805D;429167.479;4583164.742
5796;N06806E;429103.038;4583240.249
5797;N06807F;429137.501;4583027.451
5798;N06808G;429069.486;4583092.983
5799;N06809H;429005.712;4583158.113
5800;N06810A;429250.409;4583226.625
5801;N06811B;429290.52;4583185.588
5802;N06812C;429257.102;4583162.163
5803;N06813D;429187.933;4583311.347
5804;N06814E;428887.19;4583060.392
5805;N06815F;428619.053;4582845.029
5806;N06816G;428679.302;4582891.555
5807;N06817H;428701.853;4582910.361
5808;N06818I;428730.568;4582934.257
5809;N06819J;428782.54;4582976.536
5810;N06820C;428831.64;4583016.896
5811;N06821D;428696.822;4583064.345
5812;N06822E;428650.848;4583112.268
5813;N06823F;428605.443;4583158.92
5814;N06824G;428543.891;4583221.805
5815;N06825H;428990.743;4582951.579
5816;N06826I;428813.384;4583152.907
5817;N06827J;428773.611;4583206.645
5818;N06828K;428732.266;4583258.299
5819;N06829L;429012.056;4583391.161
5820;N06830E;428960.168;4583449.619
5821;N06831F;428965.385;4583265.98
5822;N06832G;428927.225;4583326.439
5823;N06833H;428884.888;4583375.674
5824;N06834I;428845.802;4583424.837
5825;N06835J;428804.728;4583475.525
5826;N06836K;428933.662;4583242.094
5827;N06837L;428886.529;4583294.077
5828;N06838M;428842.795;4583342.903
5829;N06839N;428800.512;4583389.809
5830;N06840G;428761.92;4583432.881
5831;N06841H;428692.226;4583510.222
5832;N06842I;428872.485;4583196.991
5833;N06843J;428831.503;4583251.497
5834;N06845L;428739.682;4583180.572
5835;N06846M;428756.311;4583110.593
5836;N06847N;428615.931;4583003.969
5837;N06848O;428792.756;4583304.696
5838;N06849P;428699.384;4583232.49
5839;N06850I;428634.522;4583310.522
5840;N06851J;428694.421;4583306.234
5841;N06852K;428755.222;4583354.166
5842;N06853L;428666.406;4583338.956
5843;N06854M;428587.09;4583424.917
5844;N06855N;428864.314;4583536.194
5845;N06856O;429050.622;4583420.906
5846;N06857P;428986.953;4583477.758
5847;N06858Q;429013.537;4583506.019
5848;N06859R;428581.64;4582807.652
5849;N06860K;428532.781;4582937.29
5850;N06861L;428489.998;4582904.776
5851;N06862M;428447.778;4582871.698
5852;N06863N;428572.055;4583052.697
5853;N06864O;428486.82;4582986.628
5854;N06865P;428443.613;4582954.536
5855;N06866Q;428402.091;4582921.441
5856;N06867R;428441.139;4583034.555
5857;N06868S;428396.869;4583081.637
5858;N06869T;428350.201;4583130.834
5859;N06870M;428399.485;4583002.181
